City_ID,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
255,meridian,43.6121,-116.3915,6.2000000000000455,58,20,6.71,US,2023-04-18
256,ust-nera,64.5667,143.2,-8.329999999999984,91,94,1.09,RU,2023-04-18
257,vilyuchinsk,52.9306,158.4028,3.150000000000034,100,100,4.77,RU,2023-04-18
258,st. john's,47.5649,-52.7093,-1.1299999999999955,93,100,7.2,CA,2023-04-18
259,colac,-38.3333,143.5833,12.32000000000005,81,83,3.89,AU,2023-04-18
260,rockland,41.1668,-74.0496,10.470000000000027,51,94,0.89,US,2023-04-18
261,utrik,11.2278,169.8474,26.340000000000032,81,99,8.5,MH,2023-04-18
262,sinop,41.7711,34.8709,12.629999999999995,71,99,3.95,TR,2023-04-18
263,kismayo,-0.3582,42.5454,27.400000000000034,81,83,4.8,SO,2023-04-18
264,iztapalapa,19.3511,-99.0519,26.090000000000032,24,75,5.14,MX,2023-04-18
265,newman,37.3138,-121.0208,17.720000000000027,36,98,2.24,US,2023-04-18
266,custodia,-8.0875,-37.6431,23.720000000000027,80,100,2.99,BR,2023-04-18
267,douglas,41.3,-96.167,22.140000000000043,41,0,9.77,US,2023-04-18
268,chiriguana,9.3624,-73.6031,26.660000000000025,82,76,1.63,CO,2023-04-18
269,sipote,47.4667,27.2167,9.350000000000023,93,100,3.64,RO,2023-04-18
270,tahla,34.0485,-4.428,18.590000000000032,44,79,3.04,MA,2023-04-18
271,kirakira,-10.4544,161.9205,28.640000000000043,70,92,1.42,SB,2023-04-18
272,tsaratanana,-16.7833,47.65,22.80000000000001,82,49,3.8,MG,2023-04-18
273,shaowu,27.3409,117.4831,20.350000000000023,99,100,0.58,CN,2023-04-18
274,port loko,8.7667,-12.7833,26.82000000000005,78,87,0.99,SL,2023-04-18
275,sampit,-2.5333,112.95,24.25,95,53,0.06,ID,2023-04-18
276,fort mcmurray,56.7268,-111.381,3.7700000000000387,81,100,2.06,CA,2023-04-18
277,rehoboth,-23.3167,17.0833,20.220000000000027,44,93,1.67,NA,2023-04-18
278,garissa,-0.4536,39.6401,26.230000000000018,75,96,6.3,KE,2023-04-18
279,waddan,29.1614,16.139,16.010000000000048,46,1,4.17,LY,2023-04-18
280,dubbo,-32.25,148.6167,18.07000000000005,68,40,3.6,AU,2023-04-18
281,golbasi,37.7836,37.6367,13.300000000000011,74,8,0.61,TR,2023-04-18
282,karema,-6.8205,30.4389,20.710000000000036,93,100,2.21,TZ,2023-04-18
283,fortuna,40.5982,-124.1573,11.629999999999995,49,100,3.13,US,2023-04-18
284,fengxiang,47.5833,130.8333,6.07000000000005,63,99,5.2,CN,2023-04-18
285,puerto armuelles,8.2833,-82.8667,30.99000000000001,78,53,1.89,PA,2023-04-18
286,zehdenick,52.9785,13.3317,6.270000000000039,81,60,5.04,DE,2023-04-18
287,kuanda,56.3161,116.0806,-7.060000000000002,82,82,0.73,RU,2023-04-18
288,howard springs,-12.497,131.047,23.32000000000005,75,19,2.5,AU,2023-04-18
289,punta arenas,-53.15,-70.9167,8.060000000000002,87,100,4.12,CL,2023-04-18
290,aras-asan,8.8908,126.3033,26.52000000000004,78,73,1.61,PH,2023-04-18
291,dudinka,69.4058,86.1778,-23.629999999999967,99,7,2.66,RU,2023-04-18
292,arraial do cabo,-22.9661,-42.0278,23.980000000000018,94,75,1.54,BR,2023-04-18
293,illizi,26.4833,8.4667,23.410000000000025,17,0,3.69,DZ,2023-04-18
294,victorica,-36.2151,-65.4359,14.939999999999998,49,98,5.77,AR,2023-04-18
295,hasaki,35.7333,140.8333,16.220000000000027,76,8,2.62,JP,2023-04-18
296,mata-utu,-13.2816,-176.1745,28.57000000000005,72,91,4.26,WF,2023-04-18
297,dryden,49.7833,-92.7503,6.160000000000025,19,0,3.09,CA,2023-04-18
298,chokwe,-24.5333,32.9833,18.430000000000007,91,2,2.26,MZ,2023-04-18
299,stanovoye,52.7638,38.3582,7.670000000000016,62,100,3.0,RU,2023-04-18
300,boqueirao,-7.5,-36.1333,24.75,94,80,2.45,BR,2023-04-18
301,labrador city,52.9463,-66.9114,1.9500000000000455,93,100,3.09,CA,2023-04-18
302,san rafael del sur,11.8485,-86.4384,32.54000000000002,38,100,3.14,NI,2023-04-18
303,berdigestyakh,62.0989,126.6992,-5.8700000000000045,94,97,2.02,RU,2023-04-18
304,caleta de carquin,-11.0925,-77.6267,24.620000000000005,77,61,5.43,PE,2023-04-18
305,uturoa,-16.7333,-151.4333,28.260000000000048,76,68,6.27,PF,2023-04-18
306,pingnan,23.5543,110.3976,24.08000000000004,95,52,0.57,CN,2023-04-18
307,waingapu,-9.6567,120.2641,25.620000000000005,86,68,3.96,ID,2023-04-18
308,coronel dorrego,-38.7187,-61.2873,12.850000000000023,50,97,4.2,AR,2023-04-18
309,askoy,60.4092,5.226,7.7900000000000205,68,0,0.0,NO,2023-04-18
310,meybod,32.2501,54.0166,18.010000000000048,28,0,3.08,IR,2023-04-18
311,yuzhno-kurilsk,44.0306,145.8556,5.240000000000009,69,93,1.31,RU,2023-04-18
312,coquimbo,-29.9533,-71.3436,14.850000000000023,82,0,2.06,CL,2023-04-18
313,axim,4.8699,-2.2405,27.03000000000003,86,100,1.93,GH,2023-04-18
